0.110787	-0.064804	-0.003349
-0.064804	0.069930	0.017905
-0.003349	0.017905	0.030693
0.000030	-0.000029	-0.000033
-0.000029	0.000040	0.000036
-0.000033	0.000036	0.000041
0.058991	0.060737	0.017926
0.060737	0.122563	0.011735
0.017926	0.011735	0.014967
0.134331	-0.056042	0.004744
-0.056042	0.061250	0.012729
0.004744	0.012729	0.034876
0.044958	0.046195	0.016887
0.046195	0.110950	0.011591
0.016887	0.011591	0.012858
0.028808	-0.017445	0.029784
-0.017445	0.010574	-0.018025
0.029784	-0.018025	0.030848
0.058963	0.060710	0.017924
0.060710	0.122544	0.011735
0.017924	0.011735	0.014963
0.000030	-0.000029	-0.000033
-0.000029	0.000040	0.000036
-0.000033	0.000036	0.000041
0.110831	-0.064813	-0.003355
-0.064813	0.069928	0.017907
-0.003355	0.017907	0.030695
0.234927	0.095685	0.047465
0.095685	0.127802	0.022238
0.047465	0.022238	0.017415
0.000155	-0.000253	-0.000193
-0.000253	0.000443	0.000323
-0.000193	0.000323	0.000246
0.102985	-0.030513	-0.001467
-0.030513	0.050531	0.015109
-0.001467	0.015109	0.010060
0.001140	0.001402	0.000335
0.001402	0.001926	0.000530
0.000335	0.000530	0.000171
0.134347	-0.056041	0.004741
-0.056041	0.061248	0.012730
0.004741	0.012730	0.034877
0.028808	-0.017445	0.029784
-0.017445	0.010574	-0.018025
0.029784	-0.018025	0.030848
0.044948	0.046184	0.016885
0.046184	0.110940	0.011589
0.016885	0.011589	0.012857
0.110796	-0.064806	-0.003350
-0.064806	0.069929	0.017905
-0.003350	0.017905	0.030693
0.058986	0.060732	0.017926
0.060732	0.122559	0.011735
0.017926	0.011735	0.014966
0.000030	-0.000029	-0.000033
-0.000029	0.000040	0.000036
-0.000033	0.000036	0.000041
0.108932	-0.029125	-0.004570
-0.029125	0.048460	0.016242
-0.004570	0.016242	0.012408
0.000030	-0.000029	-0.000033
-0.000029	0.000040	0.000036
-0.000033	0.000036	0.000041
0.023456	0.011776	0.009924
0.011776	0.054560	-0.005839
0.009924	-0.005839	0.010354
0.278332	-0.060074	0.024309
-0.060074	0.042445	0.000553
0.024309	0.000553	0.004839
0.001151	0.001410	0.000335
0.001410	0.001933	0.000530
0.000335	0.000530	0.000171
0.033629	0.002694	-0.016769
0.002694	0.010533	0.003006
-0.016769	0.003006	0.011828
0.073880	0.062000	0.018693
0.062000	0.087712	0.018839
0.018693	0.018839	0.005394
0.000017	-0.000012	-0.000017
-0.000012	0.000019	0.000015
-0.000017	0.000015	0.000020
0.074984	-0.059089	-0.009954
-0.059089	0.050657	0.007253
-0.009954	0.007253	0.002051
0.104381	0.053338	-0.006362
0.053338	0.033927	-0.004259
-0.006362	-0.004259	0.001139
0.026167	0.001179	0.016187
0.001179	0.031287	-0.006214
0.016187	-0.006214	0.011790
0.000017	-0.000022	-0.000018
-0.000022	0.000031	0.000024
-0.000018	0.000024	0.000021
0.011927	-0.007977	-0.002654
-0.007977	0.021891	0.005539
-0.002654	0.005539	0.001644
0.017182	0.006441	0.004250
0.006441	0.062343	0.032584
0.004250	0.032584	0.017284
0.061806	0.063356	0.018144
0.063356	0.124337	0.011788
0.018144	0.011788	0.015295
0.109879	-0.066296	-0.000892
-0.066296	0.071567	0.016184
-0.000892	0.016184	0.030851
0.000010	-0.000005	-0.000009
-0.000005	0.000012	0.000007
-0.000009	0.000007	0.000010
0.110792	-0.064805	-0.003349
-0.064805	0.069929	0.017905
-0.003349	0.017905	0.030693
0.058988	0.060734	0.017926
0.060734	0.122561	0.011735
0.017926	0.011735	0.014966
0.000030	-0.000029	-0.000033
-0.000029	0.000040	0.000036
-0.000033	0.000036	0.000041
0.134347	-0.056041	0.004741
-0.056041	0.061248	0.012730
0.004741	0.012730	0.034877
0.028808	-0.017445	0.029784
-0.017445	0.010574	-0.018025
0.029784	-0.018025	0.030848
0.044948	0.046184	0.016885
0.046184	0.110940	0.011589
0.016885	0.011589	0.012857
0.110796	-0.064806	-0.003350
-0.064806	0.069929	0.017905
-0.003350	0.017905	0.030693
0.058986	0.060732	0.017926
0.060732	0.122559	0.011735
0.017926	0.011735	0.014966
0.000030	-0.000029	-0.000033
-0.000029	0.000040	0.000036
-0.000033	0.000036	0.000041
0.036917	-0.020219	0.000000	0.044955	0.016641	-0.014635	0.000519
-0.020219	0.021538	-0.000000	-0.045631	-0.017532	0.005586	-0.003754
0.000000	-0.000000	0.000001	-0.000000	0.000000	-0.000000	0.000000
0.044955	-0.045631	-0.000000	0.103471	0.040515	-0.010163	0.009288
0.016641	-0.017532	0.000000	0.040515	0.036827	-0.009486	0.008994
-0.014635	0.005586	-0.000000	-0.010163	-0.009486	0.025700	-0.007544
0.000519	-0.003754	0.000000	0.009288	0.008994	-0.007544	0.009967
0.001172	-0.001833	-0.000000	0.000116	-0.001520	0.006057	-0.000955
-0.001833	0.005390	-0.000000	0.000517	0.004315	-0.017333	0.002144
-0.000000	-0.000000	0.000001	0.000000	0.000000	0.000000	-0.000000
0.000116	0.000517	0.000000	0.001553	0.001193	-0.004828	0.000082
-0.001520	0.004315	0.000000	0.001193	0.003961	-0.015907	0.001742
0.006057	-0.017333	0.000000	-0.004828	-0.015907	0.063914	-0.006976
-0.000955	0.002144	-0.000000	0.000082	0.001742	-0.006976	0.000950
0.038235	0.030426	0.000000	-0.002621	-0.000990	-0.027051	0.005796
0.030426	0.054341	0.000000	-0.021298	0.005364	-0.022301	0.010470
0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000
-0.002621	-0.021298	0.000000	0.021142	-0.003131	-0.005927	0.001520
-0.000990	0.005364	0.000000	-0.003131	0.005742	-0.008708	0.000288
-0.027051	-0.022301	0.000000	-0.005927	-0.008708	0.069059	-0.010108
0.005796	0.010470	0.000000	0.001520	0.000288	-0.010108	0.007521
0.038817	-0.020695	0.000000	0.047077	0.017480	-0.015252	0.000676
-0.020695	0.021480	0.000000	-0.045948	-0.017675	0.005918	-0.003827
0.000000	0.000000	0.000001	-0.000000	-0.000000	-0.000000	0.000000
0.047077	-0.045948	-0.000000	0.105616	0.041464	-0.011277	0.009592
0.017480	-0.017675	-0.000000	0.041464	0.037063	-0.009508	0.008949
-0.015252	0.005918	-0.000000	-0.011277	-0.009508	0.026394	-0.007782
0.000676	-0.003827	0.000000	0.009592	0.008949	-0.007782	0.009981
0.039766	0.035589	-0.000000	-0.009611	-0.000115	-0.031882	0.004730
0.035589	0.061332	-0.000000	-0.028913	0.006263	-0.032227	0.009244
-0.000000	-0.000000	0.000001	0.000000	0.000000	0.000000	0.000000
-0.009611	-0.028913	0.000000	0.026169	-0.003698	0.002842	0.001092
-0.000115	0.006263	0.000000	-0.003698	0.005673	-0.010844	0.000202
-0.031882	-0.032227	0.000000	0.002842	-0.010844	0.079707	-0.008711
0.004730	0.009244	0.000000	0.001092	0.000202	-0.008711	0.006580
0.000926	-0.002305	0.000000	-0.000123	-0.001856	0.007441	-0.000981
-0.002305	0.005973	0.000000	0.000303	0.004713	-0.018897	0.002492
0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000
-0.000123	0.000303	0.000000	0.000024	0.000247	-0.000990	0.000131
-0.001856	0.004713	0.000000	0.000247	0.003765	-0.015092	0.001990
0.007441	-0.018897	0.000000	-0.000990	-0.015092	0.060519	-0.007979
-0.000981	0.002492	0.000000	0.000131	0.001990	-0.007979	0.001053
0.001172	-0.001833	-0.000000	0.000116	-0.001520	0.006057	-0.000955
-0.001833	0.005390	-0.000000	0.000517	0.004315	-0.017333	0.002144
-0.000000	-0.000000	0.000001	0.000000	0.000000	0.000000	-0.000000
0.000116	0.000517	0.000000	0.001553	0.001193	-0.004828	0.000082
-0.001520	0.004315	0.000000	0.001193	0.003961	-0.015907	0.001742
0.006057	-0.017333	0.000000	-0.004828	-0.015907	0.063914	-0.006976
-0.000955	0.002144	-0.000000	0.000082	0.001742	-0.006976	0.000950
0.036940	-0.020226	-0.000000	0.044979	0.016649	-0.014645	0.000521
-0.020226	0.021538	-0.000000	-0.045635	-0.017533	0.005591	-0.003755
-0.000000	-0.000000	0.000001	0.000000	0.000000	0.000000	-0.000000
0.044979	-0.045635	0.000000	0.103495	0.040522	-0.010179	0.009291
0.016649	-0.017533	0.000000	0.040522	0.036826	-0.009489	0.008994
-0.014645	0.005591	0.000000	-0.010179	-0.009489	0.025707	-0.007546
0.000521	-0.003755	-0.000000	0.009291	0.008994	-0.007546	0.009967
